"GEO_ID","NAME","B08303_001E","B08303_001M","B08303_002E","B08303_002M","B08303_003E","B08303_003M","B08303_004E","B08303_004M","B08303_005E","B08303_005M","B08303_006E","B08303_006M","B08303_007E","B08303_007M","B08303_008E","B08303_008M","B08303_009E","B08303_009M","B08303_010E","B08303_010M","B08303_011E","B08303_011M","B08303_012E","B08303_012M","B08303_013E","B08303_013M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than 5 minutes","Margin of Error!!Total:!!Less than 5 minutes","Estimate!!Total:!!5 to 9 minutes","Margin of Error!!Total:!!5 to 9 minutes","Estimate!!Total:!!10 to 14 minutes","Margin of Error!!Total:!!10 to 14 minutes","Estimate!!Total:!!15 to 19 minutes","Margin of Error!!Total:!!15 to 19 minutes","Estimate!!Total:!!20 to 24 minutes","Margin of Error!!Total:!!20 to 24 minutes","Estimate!!Total:!!25 to 29 minutes","Margin of Error!!Total:!!25 to 29 minutes","Estimate!!Total:!!30 to 34 minutes","Margin of Error!!Total:!!30 to 34 minutes","Estimate!!Total:!!35 to 39 minutes","Margin of Error!!Total:!!35 to 39 minutes","Estimate!!Total:!!40 to 44 minutes","Margin of Error!!Total:!!40 to 44 minutes","Estimate!!Total:!!45 to 59 minutes","Margin of Error!!Total:!!45 to 59 minutes","Estimate!!Total:!!60 to 89 minutes","Margin of Error!!Total:!!60 to 89 minutes","Estimate!!Total:!!90 or more minutes","Margin of Error!!Total:!!90 or more minutes",
"310M700US24540","Greeley, CO Metro Area","151843","1905","4679","628","14823","1116","18548","1316","20871","1119","19671","1197","9360","867","20929","1160","6359","656","6782","569","13395","997","12700","1098","3726","548",
"310M700US24580","Green Bay, WI Metro Area","149060","1921","5563","473","19947","823","26934","1059","31379","1414","24863","1183","8808","658","11643","695","3663","467","3671","401","6285","628","3601","405","2703","378",
"310M700US24660","Greensboro-High Point, NC Metro Area","326997","3467","9620","1101","34542","1717","51196","2260","61072","1981","53723","2297","24868","1391","39598","2091","11036","1092","8387","770","15233","1369","10385","1024","7337","911",
"310M700US24780","Greenville, NC Metro Area","72719","1946","2394","447","9881","1008","14457","1058","15447","1271","10094","919","3316","501","6296","796","1563","292","1428","349","3711","599","2397","503","1735","374",
"310M700US24860","Greenville-Anderson-Greer, SC Metro Area","398351","3903","9495","849","34367","1688","54126","2052","64997","2433","66851","1870","35258","1806","59695","2419","14055","999","13036","1133","27835","1348","11505","891","7131","772",
"310M700US25020","Guayama, PR Metro Area","18895","1034","920","302","1032","396","2757","569","3671","616","3217","517","545","230","2427","471","324","214","558","198","1007","328","1411","417","1026","295",
"310M700US25060","Gulfport-Biloxi, MS Metro Area","170371","2439","5328","763","17824","1447","22862","1412","26284","1448","25746","1359","13608","1097","22857","1476","5353","659","6246","785","12457","1189","7215","821","4591","728",
"310M700US25180","Hagerstown-Martinsburg, MD-WV Metro Area","126620","1976","2143","451","10607","890","17515","1225","19287","1322","18385","1228","7784","583","14133","1070","3800","616","5028","655","10742","1013","10172","979","7024","779",
"310M700US25220","Hammond, LA Metro Area","54124","1632","1532","364","5056","848","7941","943","8127","900","6012","750","2827","547","5388","732","1267","430","2075","557","5656","909","6003","827","2240","469",
"310M700US25260","Hanford-Corcoran, CA Metro Area","54772","1217","1843","345","10382","964","7312","685","7666","846","6589","889","2710","449","6465","708","1875","362","2224","426","4945","720","2113","479","648","218",
"310M700US25420","Harrisburg-Carlisle, PA Metro Area","243987","2810","8474","800","27679","1556","38842","1683","45551","1740","39233","1918","18747","1272","26582","1209","7395","676","7518","751","13129","821","6681","669","4156","565",
"310M700US25500","Harrisonburg, VA Metro Area","59783","1146","2227","374","8751","710","11339","763","10949","896","8547","760","4865","591","5824","602","1517","305","1442","331","1908","391","1629","334","785","195",
"310M700US25540","Hartford-West Hartford-East Hartford, CT Metro Area","485006","3630","12052","1010","45547","1660","72239","2361","81893","2181","79409","2494","42506","2039","66146","2554","18419","1116","17043","1139","25597","1320","14422","989","9733","879",
"310M700US25620","Hattiesburg, MS Metro Area","67614","1558","4050","672","7537","863","11700","1037","10967","964","10833","893","4280","578","7696","801","1770","342","1351","258","2717","481","2056","454","2657","503",
"310M700US25740","Helena, MT Metro Area","39967","1008","2168","379","5715","531","7849","758","9288","724","5701","632","1517","385","3359","509","627","160","578","221","1168","284","1192","335","805","231",
"310M700US25860","Hickory-Lenoir-Morganton, NC Metro Area","155468","2198","4021","643","15198","1217","25696","1557","29999","1456","23294","1355","12611","895","17074","1207","5307","700","3889","613","8782","1021","5408","732","4189","569",
"310M700US25940","Hilton Head Island-Bluffton-Port Royal, SC Metro Area","89162","1873","4262","698","10056","949","13068","1196","14174","1251","10013","920","5334","725","14747","1329","2905","709","2609","649","6095","834","4120","820","1779","485",
"310M700US25980","Hinesville, GA Metro Area","35419","968","1447","301","5190","598","5234","613","6090","687","3826","610","1833","440","2982","521","820","247","1016","316","3014","486","3279","462","688","227",
"310M700US26140","Homosassa Springs, FL Metro Area","45228","1558","1403","341","4570","629","6416","788","6342","677","5906","767","3839","547","5555","656","1417","336","1180","317","4447","593","2118","464","2035","435",
"310M700US26300","Hot Springs, AR Metro Area","38416","971","2261","580","5052","591","7223","779","8534","879","4877","565","1648","328","3614","532","523","191","519","186","1251","302","2010","367","904","255",
"310M700US26380","Houma-Bayou Cane-Thibodaux, LA Metro Area","82970","1751","3212","521","11355","995","14059","1190","12396","1026","10051","810","4431","456","9349","804","1608","289","3005","486","5597","701","5075","746","2832","462",
"310M700US26420","Houston-Pasadena-The Woodlands, TX Metro Area","3032377","12758","54321","3043","181774","4867","294112","5963","395978","6399","417769","6454","211909","5230","534377","7167","119063","3641","154666","4671","351762","6940","240362","4953","76284","3200",
"310M700US26580","Huntington-Ashland, WV-KY-OH Metro Area","141742","1862","5741","674","17312","1100","19021","991","24607","1280","19654","1194","9886","821","17714","1186","4807","611","4348","584","10025","827","5496","683","3131","452",
"310M700US26620","Huntsville, AL Metro Area","216390","2699","4577","725","19075","1421","29154","1479","37548","1638","39951","1862","19578","1231","34024","1774","7813","899","7058","765","10809","1059","4081","551","2722","547",
"310M700US26820","Idaho Falls, ID Metro Area","66686","1184","3019","465","10879","943","13001","854","13935","943","8902","769","3162","499","4537","610","731","201","990","232","2245","380","3276","388","2009","388",
"310M700US26900","Indianapolis-Carmel-Greenwood, IN Metro Area","902962","5506","21301","1230","78484","2451","112780","2826","135285","3604","138838","3102","82575","2354","142724","3469","38678","2128","39409","1886","64668","2496","30681","1603","17539","1491",
"310M700US26980","Iowa City, IA Metro Area","83275","1486","3704","464","11899","1021","16349","1026","16092","1003","13594","942","5131","535","7764","705","1720","239","1520","237","2600","388","1419","260","1483","333",
"310M700US27060","Ithaca, NY Metro Area","39552","1335","1323","281","5295","629","7723","779","8783","903","6696","642","2712","484","3176","596","458","176","800","285","773","164","1117","309","696","258",
"310M700US27100","Jackson, MI Metro Area","62131","1395","2184","375","8990","683","11305","822","11923","806","7058","762","3486","464","5319","476","1575","337","1869","305","4770","568","2661","343","991","255",
"310M700US27140","Jackson, MS Metro Area","247676","3167","6181","1025","18721","1403","31484","1574","41697","1967","44413","2159","20345","1365","38787","2050","8404","860","8516","848","16575","1161","7999","840","4554","597",
"310M700US27180","Jackson, TN Metro Area","74031","1492","2914","529","9341","769","11539","920","13320","948","10234","819","4839","595","8979","760","2112","427","2041","446","4554","664","2724","491","1434","316",
"310M700US27260","Jacksonville, FL Metro Area","669967","5429","12240","1149","48071","2305","75483","2515","102782","3576","110818","3742","57208","2475","120401","3581","27667","1699","26999","1957","52251","2518","25037","1640","11010","848",
"310M700US27340","Jacksonville, NC Metro Area","93224","1840","5174","648","13410","976","12988","1404","14732","1029","13621","1125","7042","992","11230","919","1945","445","2917","479","5130","750","3219","530","1816","421",
"310M700US27500","Janesville-Beloit, WI Metro Area","74018","1377","2901","463","9737","822","13158","870","11247","922","9403","830","4715","560","7367","704","2611","349","2881","290","5656","650","2530","409","1812","352",
"310M700US27620","Jefferson City, MO Metro Area","64694","1043","2935","441","9480","863","11244","1053","13106","910","7945","684","3491","492","6345","568","1989","348","2150","322","3465","395","1305","288","1239","278",
"310M700US27740","Johnson City, TN Metro Area","84589","1778","2718","462","10266","1073","14110","853","14993","888","12593","966","6972","765","9745","803","2236","429","2133","367","4716","565","2488","461","1619","357",
"310M700US27780","Johnstown, PA Metro Area","49843","1015","2198","329","7165","545","8683","595","7785","586","5993","456","3450","355","5106","416","1359","226","1820","252","3511","431","1454","225","1319","199",
"310M700US27860","Jonesboro, AR Metro Area","56276","1230","2891","471","7029","634","10819","929","11539","926","9127","723","2946","598","5386","586","922","235","1028","301","1720","302","1975","392","894","256",
"310M700US27900","Joplin, MO-KS Metro Area","85485","1544","3707","534","12465","894","16801","904","15269","941","12034","870","6260","674","9526","921","1586","282","1565","294","2737","372","2052","420","1483","257",
"310M700US27980","Kahului-Wailuku, HI Metro Area","70114","1325","2154","436","9875","858","11483","812","11732","903","9519","798","2936","432","9166","856","1162","219","2127","341","5691","769","3281","500","988","280",
"310M700US28020","Kalamazoo-Portage, MI Metro Area","113648","1782","2969","507","14096","988","20885","1130","23357","1393","19782","1084","7116","666","12167","848","2384","385","1758","289","4427","613","3193","603","1514","339",
"310M700US28100","Kankakee, IL Metro Area","45014","1009","2230","368","5880","567","7699","631","6660","579","5949","708","2026","329","3947","385","1393","304","1434","279","3388","423","3300","445","1108","226",
"310M700US28140","Kansas City, MO-KS Metro Area","935301","5247","24641","1423","91936","2810","128408","2844","161963","3444","163039","3749","83570","2404","129882","3205","31959","1544","31098","1504","52718","2122","22923","1242","13164","1095",
"310M700US28420","Kennewick-Richland, WA Metro Area","122084","1885","3476","539","13185","1090","21496","1355","27238","1344","18724","1257","7560","721","10206","937","2326","486","3113","469","8316","1048","4794","645","1650","368",
"310M700US28450","Kenosha, WI Metro Area","76607","1178","2461","497","8405","748","12035","777","12959","949","10243","806","4486","543","8479","828","2771","386","2868","363","6599","594","3653","484","1648","319",
"310M700US28660","Killeen-Temple, TX Metro Area","199522","2501","7143","694","23510","1338","34957","1671","38451","2068","25938","1604","12096","1223","18409","1286","4307","560","4911","632","12007","1027","12396","1090","5397","799",
"310M700US28700","Kingsport-Bristol, TN-VA Metro Area","116419","1963","3822","551","12565","819","17965","1158","19575","1110","18546","1226","9200","744","13964","1022","3888","563","3196","400","7438","672","3995","635","2265","390",
"310M700US28740","Kingston, NY Metro Area","67844","1634","2545","472","6858","651","10796","804","9426","794","8547","812","5099","608","7786","719","2326","372","3150","501","4808","451","3125","461","3378","487",
"310M700US28880","Kiryas Joel-Poughkeepsie-Newburgh, NY Metro Area","283718","3136","8625","813","27676","1493","36180","1740","38903","1658","33689","1599","15827","1008","27822","1472","8791","723","11446","934","25833","1198","26525","1635","22401","1437",
"310M700US28940","Knoxville, TN Metro Area","384498","3745","8218","823","32048","1563","49266","1769","66513","2457","64317","2372","34386","1789","57937","2083","15068","1216","12573","1096","26320","1501","12487","833","5365","671",
